word,series_frequency,english_frequency,filter_reason,vocabulary_level
okay,17,15466771,Easy word (easy_words.csv),N/A
listen,11,44504101,Oxford 3000,A1
fine,8,75242969,Oxford 3000,A1
chemistry,8,24202897,Oxford 3000,A2
lab,8,49108169,Oxford 3000,B1
doing,8,81188350,"High English frequency (81,188,350 > 20,000,000)",N/A
maybe,8,51946944,Oxford 3000,A2
birthday,7,33891046,Oxford 3000,A1
happy,6,63486618,Oxford 3000,A1
nothing,5,73363579,Oxford 3000,A2
jesus,5,34929061,"High English frequency (34,929,061 > 20,000,000)",N/A
cow,5,12084295,Oxford 3000,A1
till,4,16477131,Oxford 3000,A2
eat,4,32034082,Oxford 3000,A1
wrong,4,49934294,Oxford 3000,A1
dad,4,16837773,Easy word (easy_words.csv),A1
thinking,4,41347669,Oxford 3000,N/A
paint,4,25544386,Oxford 3000,A1
eye,4,100663991,Oxford 3000,A1
novel,4,29346331,Oxford 3000,B1
wait,4,41363575,Oxford 3000,A1
late,3,65998289,Oxford 3000,A1
idea,3,65459222,Oxford 3000,A2
chemical,3,54600680,Oxford 3000,B2
bond,3,38879421,Oxford 3000,B2
wash,3,13522551,Oxford 3000,A1
plus,3,94974186,Oxford 3000,A2
glass,3,77569569,Oxford 3000,A1
turn,3,97589879,Oxford 3000,A2
shot,3,61225531,Oxford 3000,B2
took,3,66297175,"High English frequency (66,297,175 > 20,000,000)",N/A
suspect,3,12963107,Oxford 3000,B2
sorry,3,35595812,Oxford 3000,A1
ever,3,100646034,Oxford 3000,A2
actually,3,69444655,Oxford 3000,A2
honestly,3,4459891,Easy word (easy_words.csv),B1
wipe,3,4192050,Vocabulary level below C (B2),B2
gas,3,75796707,Oxford 3000,A2
guy,3,82889911,Oxford 3000,A2
gone,3,34511028,"High English frequency (34,511,028 > 20,000,000)",N/A
pant,3,19912941,Oxford 3000,N/A
shut,3,12663576,Oxford 3000,A2
matter,2,96529766,Easy word (easy_words.csv),A2
believe,2,75918053,Oxford 3000,A2
taste,2,20925313,Oxford 3000,B1
tonight,2,20720362,Oxford 3000,A1
paid,2,60294928,"High English frequency (60,294,928 > 20,000,000)",N/A
wake,2,14996908,Oxford 3000,B1
getting,2,93506861,"High English frequency (93,506,861 > 20,000,000)",N/A
watching,2,21543474,"High English frequency (21,543,474 > 20,000,000)",N/A
guess,2,29330172,Oxford 3000,A2
bad,2,95146098,Oxford 3000,A1
six,2,71543101,Oxford 3000,A1
coming,2,70099649,"High English frequency (70,099,649 > 20,000,000)",N/A
surprise,2,14644385,Oxford 3000,A2
awesome,2,15350104,Vocabulary level below C (A2),A2
showing,2,48048028,"High English frequency (48,048,028 > 20,000,000)",N/A
nice,2,69395609,Oxford 3000,A1
talking,2,36617848,"High English frequency (36,617,848 > 20,000,000)",N/A
bring,2,74972410,Oxford 3000,A2
gun,2,35217715,Oxford 3000,B1
enough,2,83592616,Oxford 3000,A2
everybody,2,14705200,Oxford 3000,A2
toast,2,3573661,Vocabulary level below C (A2),A2
brother,2,56375413,Oxford 3000,A1
hold,2,82741121,Oxford 3000,A2
pound,2,31442489,Oxford 3000,A2
sit,2,24359793,Oxford 3000,A1
grand,2,57003112,Oxford 3000,C1
pretty,2,51699969,Oxford 3000,A2
ride,2,32614205,Oxford 3000,A1
along,2,83587774,Oxford 3000,A2
super,2,66861365,"High English frequency (66,861,365 > 20,000,000)",N/A
myself,2,37983649,Oxford 3000,A2
except,2,52230850,Oxford 3000,A2
greatest,2,25547808,"High English frequency (25,547,808 > 20,000,000)",N/A
morning,2,55268727,Oxford 3000,A1
couple,2,58208821,Oxford 3000,B1
forward,2,60355595,Oxford 3000,B1
lost,2,74772026,Oxford 3000,A2
powder,2,13908965,Oxford 3000,B1
clear,2,90182619,Oxford 3000,A2
stay,2,86241601,Oxford 3000,A1
turning,2,16004123,Vocabulary level below C (B1),B1
speech,2,37706832,Oxford 3000,B1
crystal,2,34353005,"High English frequency (34,353,005 > 20,000,000)",C2
lately,2,5574422,Vocabulary level below C (B1),B1
usual,2,17044981,Oxford 3000,B1
boiling,2,2751209,Vocabulary level below C (B2),B2
heat,2,41077034,Oxford 3000,B1
remember,2,84324100,Oxford 3000,A1
cooking,2,23831058,Oxford 3000,A2
bomb,2,14027919,Easy word (easy_words.csv),B1
pure,2,22853378,Oxford 3000,B1
smoke,2,17367288,Oxford 3000,A1
straight,2,32760917,Oxford 3000,A2
crazy,2,23174564,Oxford 3000,A2
tomorrow,2,21262762,Oxford 3000,A1
tight,2,20005001,Oxford 3000,B1
whatever,2,31901912,Oxford 3000,B1
inch,2,63696489,Oxford 3000,B1
acceptable,2,14590887,Oxford 3000,B1
